Y,X
45.4943424718495,-75.6537039070363
45.494701415519,-75.6537437215074
45.4950603591493,-75.6537835365098
45.4954193027405,-75.6538233520435
45.4957782462924,-75.6538631681086
45.4909684925515,-75.7028192308929
45.491325477605,-75.7028856933287
45.4916824625926,-75.702952156631
45.4920394302109,-75.7030188039599
45.4923960974381,-75.7030886311628
45.4927528089067,-75.7031579991216
45.4931095506266,-75.7032270531161
45.4934662922773,-75.7032961080093
45.4938230338589,-75.7033651638013
45.3836202926002,-75.8311950478292
45.3835590446039,-75.8316976965812
45.4403450172286,-75.7331302375325
45.4403230499765,-75.733640712279
45.4319139291923,-75.7235810200451
45.449116,-75.73314
45.4494437560938,-75.7333516851506
45.41141,-75.798383
45.4110744004648,-75.7985680989826
45.410738800625,-75.7987531957958
45.4104026824258,-75.7989363371018
45.4721609848089,-75.7497897575683
45.4721149527391,-75.7502972720638
45.4261402174543,-75.805496757925
45.4264926522816,-75.8053922728215
45.4268450870007,-75.8052877864465
45.471672,-75.780621
45.517398,-75.619703
45.5170496020178,-75.6195738521933
45.5166977065189,-75.6194687335534
45.5163399923983,-75.6194106903699
45.5159822782219,-75.6193526479458
45.5156245639898,-75.6192946062809
45.5152668497019,-75.6192365653752
45.454756,-75.758406
45.4547880278102,-75.7578964714631
45.4548200533509,-75.7573869423199
45.4548520766221,-75.7568774125705
45.4548912391599,-75.7563699967466
45.4552072605578,-75.7562426756537
45.4555528519895,-75.756338183915
45.4555850142083,-75.7568291020293
45.4555541575675,-75.7573387836969
45.4555232986556,-75.757848464779
45.4554924374728,-75.7583581452757
45.481754,-75.623155
45.4814563786471,-75.6228669928076
45.4811587565364,-75.6225789886572
45.4884564282366,-75.7029927101558
45.4884212830084,-75.7035021299718
45.4883861355118,-75.704011549127
45.4883509857468,-75.7045209676213
45.4883158337134,-75.7050303854547
45.4882806794117,-75.7055398026271
45.4882455228415,-75.7060492191384
45.544202,-75.41308
45.5438444636157,-75.4130197035656
45.5434869271745,-75.4129594079113
45.5776419824566,-75.422769468795
45.497135,-75.682618
45.482307,-75.629959
45.4823247834845,-75.6294478119695
45.482342564683,-75.6289366235926
45.4823603435953,-75.6284254348695
45.4823781202215,-75.6279142458003
45.4823958945617,-75.6274030563849
45.4824136666157,-75.6268918666235
45.392856,-75.849216
45.3931226373569,-75.8488824059879
45.3932028019608,-75.8483903052173
45.3932330220007,-75.8478811130548
45.3932632397741,-75.8473719203167
45.5119339913376,-75.6442122892976
45.5122919739736,-75.6442668684306
45.5126499565574,-75.6443214482804
45.513007939089,-75.644376028847
45.5133659215683,-75.6444306101306
45.5137239039953,-75.6444851921311
45.5140818863701,-75.6445397748486
45.383102,-75.83831
45.3827433479594,-75.8382652826659
45.3823846958749,-75.8382205659298
45.3820260437464,-75.8381758497917
45.4808357545166,-75.6323613379391
45.4808512618341,-75.6318500135884
45.480866766864,-75.6313386889323
45.429992824169,-75.7037677415072
45.4301644711641,-75.7042172265542
45.4303361163688,-75.704666714311
45.4305077597831,-75.7051162047778
45.4306794014069,-75.7055656979544
45.4308498970138,-75.7060160613877
45.4310173601066,-75.7064687253674
45.4311826010266,-75.7069230223533
45.4313458266161,-75.7073788004151
45.4315090503664,-75.7078345810882
45.4316722722774,-75.7082903643727
45.4891468491595,-75.6939153271954
45.4891065457827,-75.6944239810219
45.4890662401447,-75.6949326340962
45.4890259322456,-75.6954412864183
45.5772324906895,-75.3818892409899
45.5772834703795,-75.3813817222699
45.5773311490754,-75.380873603669
45.5773712386457,-75.380364106725
45.5774113259456,-75.3798546090414
45.5774514109752,-75.3793451106181
45.5774914937344,-75.3788356114552
45.5775315742232,-75.3783261115528
45.5775684175163,-75.3778161216028
45.5776043974318,-75.3773060007304
45.5776403750711,-75.3767958791919
45.5776763504343,-75.3762857569873
45.5777123235214,-75.3757756341167
