Y,X
45.494163,-75.653684
45.4943424718495,-75.6537039070363
45.4945219436891,-75.6537238142054
45.494701415519,-75.6537437215074
45.4948808873391,-75.6537636289422
45.4950603591493,-75.6537835365098
45.4952398309498,-75.6538034442103
45.4954193027405,-75.6538233520435
45.4955987745213,-75.6538432600097
45.4957782462924,-75.6538631681086
45.49079,-75.702786
45.4909684925515,-75.7028192308929
45.4911469850865,-75.7028524620025
45.491325477605,-75.7028856933287
45.4915039701071,-75.7029189248715
45.4916824625926,-75.702952156631
45.4918609550617,-75.7029853886071
45.4920394302109,-75.7030188039599
45.4922177638333,-75.7030537174478
45.4923960974381,-75.7030886311628
45.4925744380208,-75.7031234724613
45.4927528089067,-75.7031579991216
45.4929311797753,-75.7031925260065
45.4931095506266,-75.7032270531161
45.4932879214606,-75.7032615804504
45.4934662922773,-75.7032961080093
45.4936446630768,-75.703330635793
45.4938230338589,-75.7033651638013
45.383692,-75.830961
45.3836202926002,-75.8311950478292
45.3835838213974,-75.8314446729792
45.3835590446039,-75.8316976965812
45.440356,-75.732875
45.4403450172286,-75.7331302375325
45.4403340338874,-75.7333854749589
45.4403230499765,-75.733640712279
45.431734,-75.723573
45.4319139291923,-75.7235810200451
45.4320938583782,-75.7235890401484
45.449116,-75.73314
45.4492798781002,-75.7332458422664
45.4494437560938,-75.7333516851506
45.4496076339808,-75.7334575286526
45.41141,-75.798383
45.4112422002705,-75.7984755497625
45.4110744004648,-75.7985680989826
45.410906600583,-75.7986606476604
45.410738800625,-75.7987531957958
45.4105710005909,-75.7988457433889
45.4104026824258,-75.7989363371018
45.472184,-75.749536
45.4721609848089,-75.7497897575683
45.4721379690552,-75.7500435149229
45.4721149527391,-75.7502972720638
45.425964,-75.805549
45.4261402174543,-75.805496757925
45.4263164348815,-75.8054445155322
45.4264926522816,-75.8053922728215
45.4266688696547,-75.8053400297929
45.4268450870007,-75.8052877864465
45.4270213043196,-75.8052355427822
45.471672,-75.780621
45.4718121483359,-75.7807815744075
45.517398,-75.619703
45.5172238010308,-75.6196384258947
45.5170496020178,-75.6195738521933
45.5168752206198,-75.6195102997136
45.5166977065189,-75.6194687335534
45.5165188494656,-75.6194397118668
45.5163399923983,-75.6194106903699
45.516161135317,-75.6193816690629
45.5159822782219,-75.6193526479458
45.5158034211128,-75.6193236270184
45.5156245639898,-75.6192946062809
45.5154457068528,-75.6192655857331
45.5152668497019,-75.6192365653752
45.5150879925371,-75.6192075452071
45.454756,-75.758406
45.4547720141888,-75.7581512358073
45.4547880278102,-75.7578964714631
45.4548040408642,-75.7576417069672
45.4548200533509,-75.7573869423199
45.4548360652702,-75.757132177521
45.4548520766221,-75.7568774125705
45.4548680874066,-75.7566226474686
45.4548912391599,-75.7563699967466
45.4550278308199,-75.7562256590015
45.4552072605578,-75.7562426756537
45.4553867491083,-75.7562622486847
45.4555528519895,-75.756338183915
45.4556004416772,-75.7565742609761
45.4555850142083,-75.7568291020293
45.4555695861718,-75.7570839429363
45.4555541575675,-75.7573387836969
45.4555387283954,-75.7575936243111
45.4555232986556,-75.757848464779
45.4555078683481,-75.7581033051005
45.4554924374728,-75.7583581452757
45.444956,-75.747699
45.481754,-75.623155
45.4816051894183,-75.6230109960236
45.4814563786471,-75.6228669928076
45.4813075676865,-75.6227229903522
45.4811587565364,-75.6225789886572
45.488474,-75.702738
45.4884564282366,-75.7029927101558
45.488438855906,-75.7032474201464
45.4884212830084,-75.7035021299718
45.4884037095436,-75.703756839632
45.4883861355118,-75.704011549127
45.4883685609129,-75.7042662584568
45.4883509857468,-75.7045209676213
45.4883334100137,-75.7047756766207
45.4883158337134,-75.7050303854547
45.4882982568461,-75.7052850941235
